C,Dataset,Class,Accuracy,Precision,F1,Recall
0.01,Validation,0,0.7108433734939759,0.739587852494577,0.7604550016728002,0.7825338535689694
0.01,Validation,1,0.7108433734939759,0.6638282774525457,0.635314091680815,0.6091486244505941
0.01,Test,0,0.7107087568149694,0.7397914856646395,0.7601830152884723,0.7817305485425752
0.01,Test,1,0.7107087568149694,0.6633032395114179,0.6355156037991859,0.6099625590102555
0.01,Train,0,0.7132022976126369,0.7451930133568179,0.7606277388666243,0.7767153675514419
0.01,Train,1,0.7132022976126369,0.6628551628551629,0.6423414852537915,0.6230593855173162
0.01,Validation,0,0.7119876152655314,0.7437080997911858,0.7597821815527985,0.7765664448014689
0.01,Validation,1,0.7119876152655314,0.6618617575547064,0.6404503823208134,0.6203809213739215
0.01,Test,0,0.7120549236050346,0.7444885361552028,0.7594737433936805,0.7750745926095938
0.01,Test,1,0.7120549236050346,0.6611927398444253,0.6413480885311871,0.6226599381409734
0.01,Train,0,0.7154182715680042,0.7506369228857267,0.7604658482845452,0.7705555909931747
0.01,Train,1,0.7154182715680042,0.6621900826446281,0.6495025792188651,0.637292118582791
0.01,Validation,0,0.7130645486975836,0.7475253030808586,0.7592205591640779,0.7712875831994491
0.01,Validation,1,0.7130645486975836,0.6602454824411865,0.6450162378216338,0.630473709913723
0.01,Test,0,0.7119203069260281,0.7469919786096256,0.7580553985302431,0.7694514574248336
0.01,Test,1,0.7119203069260281,0.6583914300289067,0.6440452428476381,0.6303109230017907
0.01,Train,0,0.7144047695365088,0.7511651577650399,0.7588894301022894,0.7667742111882758
0.01,Train,1,0.7144047695365088,0.6596440826749661,0.6497916830437859,0.6402292618697235
0.01,Validation,0,0.714949182203675,0.7500837520938023,0.7603146754202276,0.7708285517557952
0.01,Validation,1,0.714949182203675,0.6616401219925448,0.6484018264840182,0.6356828910955559
0.01,Test,0,0.7123241569630477,0.7482666070230374,0.7579293158133212,0.767844847372045
0.01,Test,1,0.7123241569630477,0.6579881656804734,0.6455465251285454,0.6335666612404363
0.01,Train,0,0.7152713504417333,0.7519139542529707,0.7592601375385345,0.7667512811916279
0.01,Train,1,0.7152713504417333,0.6609579504316346,0.6516129032258065,0.642528424472117
0.01,Validation,0,0.7154203405801979,0.7512320788530465,0.7603446321278766,0.7696809731466605
0.01,Validation,1,0.7154203405801979,0.6614943498060382,0.6497680583167661,0.6384502685984047
0.01,Test,0,0.7121222319445379,0.7490737622094982,0.7572782475455423,0.765664448014689
0.01,Test,1,0.7121222319445379,0.6568067226890756,0.6463243198544613,0.6361712518313528
0.01,Train,0,0.7157459114479457,0.7533673554756128,0.7595630719919025,0.7658615410784146
0.01,Train,1,0.7157459114479457,0.6602492903862767,0.6523992439485398,0.6447336707640395
0.01,Validation,0,0.7142760988086424,0.7513781077736529,0.7588479236493779,0.7664677530410833
0.01,Validation,1,0.7142760988086424,0.659014745308311,0.6494921971761208,0.6402409246296598
0.01,Test,0,0.7127953153395705,0.7503095800968141,0.7575154855941354,0.7648611429882947
0.01,Test,1,0.7127953153395705,0.6570137261466354,0.647850127919452,0.6389386293342015
0.01,Train,0,0.7162377437232157,0.7540378750800045,0.760032635713337,0.7661234794583429
0.01,Train,1,0.7162377437232157,0.6604842292314527,0.6528887059146425,0.6454658924404406
0.01,Validation,0,0.7148818738641718,0.7517993702204229,0.7594002044757469,0.7671563002065641
0.01,Validation,1,0.7148818738641718,0.6598491198658843,0.6501486620416254,0.6407292853654566
0.01,Test,0,0.7124587736420542,0.7498874887488749,0.75730030678332,0.7648611429882947
0.01,Test,1,0.7124587736420542,0.6567264198358184,0.6472919418758256,0.6381246947745401
0.1,Train,0,0.7210502692998204,0.7554327808471455,0.7674462114125351,0.7798479087452471
0.1,Train,1,0.7210502692998204,0.6674325100516945,0.6515278945892907,0.6363636363636364
0.1,Validation,0,0.7118529985865248,0.7442962636393695,0.7593186034744477,0.7749598347486802
0.1,Validation,1,0.7118529985865248,0.6609612724757953,0.6410664878007881,0.6223343643171089
0.1,Test,0,0.7106414484754661,0.7433579539190828,0.7582794489738544,0.7738122561395455
0.1,Test,1,0.7106414484754661,0.6593501555478741,0.639617738284852,0.6210320690216506
0.1,Train,0,0.7200718052283182,0.7537019681349578,0.76321533643352,0.7729719338715878
0.1,Train,1,0.7200718052283182,0.669927333705981,0.6577033886678557,0.6459175424413904
0.1,Validation,0,0.7133337820555967,0.7505906176172797,0.7580526046696586,0.765664448014689
0.1,Validation,1,0.7133337820555967,0.6578418230563002,0.6483362232681034,0.6391014162461338
0.1,Test,0,0.711651073568015,0.7507925724637681,0.7558417873019492,0.7609593757172366
0.1,Test,1,0.711651073568015,0.6542738589211619,0.6479289940828402,0.6417060068370503
0.1,Train,0,0.7202692595362753,0.7569566307345199,0.7635605006954103,0.770280612244898
0.1,Train,1,0.7202692595362753,0.665986646884273,0.6575718732832815,0.649367088607595
0.1,Validation,0,0.7139395571111261,0.7514646237043714,0.7583854462762933,0.7654349322928621
0.1,Validation,1,0.7139395571111261,0.6582511285738171,0.6494556252062026,0.6408920722773889
0.1,Test,0,0.7127953153395705,0.7504223448586552,0.7574603535497073,0.7646316272664677
0.1,Test,1,0.7127953153395705,0.6569086651053864,0.6479663394109397,0.6392642031580661
0.1,Train,0,0.7166657317552028,0.7540322580645161,0.7609899209766715,0.7680771802464419
0.1,Train,1,0.7166657317552028,0.6610358788217228,0.6521589422216101,0.643517260125034
0.1,Validation,0,0.7143434071481457,0.7507854578096947,0.7592193350731873,0.767844847372045
0.1,Validation,1,0.7143434071481457,0.6597140454163163,0.6489080079417604,0.6384502685984047
0.1,Test,0,0.7128626236790738,0.749831498539654,0.7578337874659401,0.7660087215974294
0.1,Test,1,0.7128626236790738,0.6575986565911,0.6473797321871384,0.637473547126811
0.1,Train,0,0.7170615688386286,0.7551651334640326,0.7605847731156256,0.7660827660062725
0.1,Train,1,0.7170615688386286,0.6610507647971625,0.6541984314155652,0.6474867006839649
0.1,Validation,0,0.7151511072221848,0.7525924256086565,0.7593540316160582,0.7662382373192563
0.1,Validation,1,0.7151511072221848,0.6596491228070176,0.6510554089709762,0.642682728308644
0.1,Test,0,0.7141414821296359,0.7528013582342954,0.7579919083708473,0.763254532935506
0.1,Test,1,0.7141414821296359,0.6574227831285288,0.6508836826962597,0.6444733843398991
0.1,Train,0,0.7171010807374444,0.7554799697656841,0.7602446677019618,0.7650698475473624
0.1,Train,1,0.7171010807374444,0.6610216290842154,0.6550230288658854,0.6491323210412148
0.1,Validation,0,0.7158241906172175,0.7537279710799819,0.7596493225549357,0.765664448014689
0.1,Validation,1,0.7158241906172175,0.6599500416319733,0.6524530786960817,0.6451245319876282
0.1,Test,0,0.7119203069260281,0.7509621915327145,0.7560975609756098,0.7613036492999771
0.1,Test,1,0.7119203069260281,0.6546571476008634,0.6481999013644584,0.6418687937489825
0.1,Train,0,0.714885569587794,0.7543052095743529,0.7579789404946535,0.7616886312681139
0.1,Train,1,0.714885569587794,0.657712849513038,0.6531217096283586,0.6485942219812563
0.1,Validation,0,0.715689573938211,0.7530432822362488,0.7598089389286933,0.7666972687629102
0.1,Validation,1,0.715689573938211,0.6603174603174603,0.6517150395778364,0.6433338759563731
0.1,Test,0,0.7130645486975836,0.7517818757778029,0.7571355323876261,0.7625659857700252
0.1,Test,1,0.7130645486975836,0.6561980724493187,0.6494531699695749,0.6428455152205763
0.1,Train,0,0.7162249333894265,0.754698224852071,0.7591181792210265,0.763590210259112
0.1,Train,1,0.7162249333894265,0.6602890571231934,0.6547464683000068,0.6492961559285327
0.1,Validation,0,0.7156222655987077,0.7538165780843605,0.7593552429230507,0.7649759008492082
0.1,Validation,1,0.7156222655987077,0.659461257066844,0.6524636012174057,0.645612892723425
0.1,Test,0,0.7134010903950999,0.752207380575051,0.757351265101436,0.7625659857700252
0.1,Test,1,0.7134010903950999,0.6564834799933588,0.6500082196284728,0.6436594497802377
0.1,Train,0,0.7159453530115676,0.7548351833165153,0.7591120507399577,0.7634376594658956
0.1,Train,1,0.7159453530115676,0.659296913277805,0.6539302636374681,0.648650277175223
0.1,Validation,0,0.7150164905431783,0.7530501581563488,0.7589661846749403,0.7649759008492082
0.1,Validation,1,0.7150164905431783,0.6589508742714405,0.651465261771485,0.6441478105160345
0.1,Test,0,0.7131318570370869,0.7522093813732155,0.7570125427594071,0.7618774386045444
0.1,Test,1,0.7131318570370869,0.6559442878461283,0.6499096435025464,0.6439850236041023
0.1,Train,0,0.7164621149229284,0.7552061680335613,0.7597574190604741,0.7643638589243363
0.1,Train,1,0.7164621149229284,0.6598564329099945,0.6541314284150314,0.6485049112715038
0.1,Validation,0,0.7145453321666555,0.7523981491930933,0.7586913229018493,0.7650906587101216
0.1,Validation,1,0.7145453321666555,0.6586057371581054,0.6506302001812341,0.6428455152205763
0.1,Test,0,0.7123241569630477,0.7511880515953836,0.7564949863263446,0.7618774386045444
0.1,Test,1,0.7123241569630477,0.6552583485628842,0.6485775365893768,0.6420315806609148
1.0,Train,0,0.7208258527827648,0.7574294205052006,0.7662532882375047,0.7752851711026616
1.0,Train,1,0.7208258527827648,0.6649659863945578,0.6534818941504178,0.6423877327491785
1.0,Validation,0,0.712391465302551,0.7457120725904615,0.7592811672581826,0.7733532246958916
1.0,Validation,1,0.712391465302551,0.6606529209621993,0.6428153473209062,0.6259156763796191
1.0,Test,0,0.7127953153395705,0.7465350925823262,0.759375176225117,0.7726646775304108
1.0,Test,1,0.7127953153395705,0.6606714628297362,0.6438527668808948,0.6278691193228064
1.0,Train,0,0.7208571749130483,0.7552671181339353,0.7634531279710972,0.7718185313341023
1.0,Train,1,0.7208571749130483,0.6700027800945232,0.6595511767925561,0.649420641336567
1.0,Validation,0,0.7142760988086424,0.7522293712608646,0.7584362374096626,0.7647463851273812
1.0,Validation,1,0.7142760988086424,0.6582194064688229,0.6503582900914258,0.642682728308644
1.0,Test,0,0.711651073568015,0.7511337868480725,0.7556746891753165,0.7602708285517558
1.0,Test,1,0.711651073568015,0.6539672022527746,0.6482758620689655,0.642682728308644
1.0,Train,0,0.7205684367988033,0.757659467604219,0.7636041508478866,0.7696428571428572
1.0,Train,1,0.7205684367988033,0.6659267480577137,0.6583760058522312,0.650994575045208
1.0,Validation,0,0.7134010903950999,0.7509574228429826,0.7579581628012733,0.7650906587101216
1.0,Validation,1,0.7134010903950999,0.6576350560294364,0.6487378320409174,0.6400781377177275
1.0,Test,0,0.7127953153395705,0.7507047017702109,0.7573224136950464,0.7640578379619004
1.0,Test,1,0.7127953153395705,0.6566466265865063,0.6482565328497238,0.6400781377177275
1.0,Train,0,0.7167779211308689,0.7540783798987437,0.7611071682044003,0.7682682204604069
1.0,Train,1,0.7167779211308689,0.6612204999301774,0.6522487774640127,0.643517260125034
1.0,Validation,0,0.7144107154876489,0.750813418602042,0.7592897259885403,0.7679596052329585
1.0,Validation,1,0.7144107154876489,0.6598250336473755,0.6489616943823943,0.6384502685984047
1.0,Test,0,0.7129972403580803,0.7498315742196272,0.7580022701475596,0.7663529951801699
1.0,Test,1,0.7129972403580803,0.6578726264493362,0.6474284769307095,0.6373107602148788
1.0,Train,0,0.7167025668641177,0.7547866726971204,0.7603174000531531,0.7659297789336801
1.0,Train,1,0.7167025668641177,0.6606786427145709,0.6536836908223161,0.6468353056128542
1.0,Validation,0,0.7152184155616881,0.7528482797518331,0.7593150918709825,0.765893963736516
1.0,Validation,1,0.7152184155616881,0.6595460614152203,0.6513391017717346,0.6433338759563731
1.0,Test,0,0.7140068654506293,0.7526881720430108,0.7578779417630634,0.7631397750745926
1.0,Test,1,0.7140068654506293,0.6572567253404185,0.6507192766132347,0.6443105974279668
1.0,Train,0,0.7171758722560861,0.7558975652832093,0.7601408138022898,0.7644319704025004
1.0,Train,1,0.7171758722560861,0.6607880958941857,0.6554598879322127,0.6502169197396963
1.0,Validation,0,0.7158241906172175,0.7537853107344633,0.7596219539968116,0.7655496901537755
1.0,Validation,1,0.7158241906172175,0.6598967870817379,0.6525102880658437,0.6452873188995605
1.0,Test,0,0.7119876152655314,0.7512747875354108,0.7560294201493813,0.7608446178563232
1.0,Test,1,0.7119876152655314,0.6545092838196287,0.6485420944558522,0.642682728308644
1.0,Train,0,0.7150458362715558,0.7544819368466663,0.758095238095238,0.7617433149231695
1.0,Train,1,0.7150458362715558,0.6578720062819002,0.6533572486937534,0.6489040353187204
1.0,Validation,0,0.7158241906172175,0.753155996393147,0.7599226657568521,0.7668120266238238
1.0,Validation,1,0.7158241906172175,0.660484544695071,0.6518799472295514,0.6434966628683054
1.0,Test,0,0.7132664737160934,0.7520371208691715,0.7572649572649572,0.7625659857700252
1.0,Test,1,0.7132664737160934,0.6563693738581631,0.6497862545215389,0.6433338759563731
1.0,Train,0,0.7162249333894265,0.7548188491593654,0.7590608182121256,0.7633507351884669
1.0,Train,1,0.7162249333894265,0.6601788170563961,0.6548642379587938,0.6496345425013536
1.0,Validation,0,0.7154876489197012,0.7538183052381491,0.7591864638523329,0.7646316272664677
1.0,Validation,1,0.7154876489197012,0.659189099368561,0.6524134528410492,0.6457756796353573
1.0,Test,0,0.7136030154136097,0.7526345609065156,0.7573977991903758,0.7622217121872848
1.0,Test,1,0.7136030154136097,0.656498673740053,0.6505133470225872,0.6446361712518314
1.0,Train,0,0.7159204228161149,0.7548463058744376,0.759075628475379,0.7633526109882633
1.0,Train,1,0.7159204228161149,0.6592370338619803,0.6539314240592826,0.6487105326584719
1.0,Validation,0,0.7147472571851653,0.7528813559322034,0.7587109997722614,0.7646316272664677
1.0,Validation,1,0.7147472571851653,0.6585650074912602,0.65119341563786,0.6439850236041023
1.0,Test,0,0.7131318570370869,0.7523809523809524,0.7569293943196076,0.761533165021804
1.0,Test,1,0.7131318570370869,0.6557892993208547,0.6500821018062397,0.6444733843398991
1.0,Train,0,0.716417240682986,0.7553034600113443,0.7596554281476411,0.7640578379619004
1.0,Train,1,0.716417240682986,0.6596777753255352,0.6542091871631419,0.6488305204319749
1.0,Validation,0,0.7147472571851653,0.752710027100271,0.7587933978372225,0.7649759008492082
1.0,Validation,1,0.7147472571851653,0.6587235460756541,0.6510210803689065,0.6434966628683054
1.0,Test,0,0.7121895402840412,0.7513023782559456,0.7562699498404013,0.7613036492999771
1.0,Test,1,0.7121895402840412,0.6548863447818152,0.6486442070665571,0.6425199413967118
10.0,Train,0,0.7208258527827648,0.7576208178438661,0.7661654135338346,0.7749049429657795
10.0,Train,1,0.7208258527827648,0.6647791619479049,0.6536748329621381,0.6429353778751369
10.0,Validation,0,0.7123241569630477,0.7459016393442623,0.7591026941720211,0.7727794353913243
10.0,Validation,1,0.7123241569630477,0.6603190941842512,0.6430003341129301,0.6265668240273482
10.0,Test,0,0.7129972403580803,0.7468930315135375,0.7594493963669187,0.7724351618085838
10.0,Test,1,0.7129972403580803,0.6607356715141146,0.644310977644311,0.6286830538824678
10.0,Train,0,0.7206327835745541,0.7553672316384181,0.7631278538812786,0.7710495963091119
10.0,Train,1,0.7206327835745541,0.6694421315570358,0.6595570139458573,0.6499595796281326
10.0,Validation,0,0.7138722487716228,0.751947612058259,0.758067269933413,0.7642873536837274
10.0,Validation,1,0.7138722487716228,0.6576666666666666,0.6499217656262868,0.6423571544847794
10.0,Test,0,0.7115837652285119,0.7515048268029528,0.7554084137222444,0.759352765664448
10.0,Test,1,0.7115837652285119,0.6535029742233972,0.6486264862648626,0.64382223669217
10.0,Train,0,0.7204188481675393,0.7575985933182617,0.7634476648525503,0.7693877551020408
10.0,Train,1,0.7204188481675393,0.665680473372781,0.6582556226001097,0.650994575045208
10.0,Validation,0,0.7134010903950999,0.7510705431597926,0.757903115760746,0.7648611429882947
10.0,Validation,1,0.7134010903950999,0.657529667390941,0.648853702787399,0.640403711541592
10.0,Test,0,0.7131991653765901,0.751099582722454,0.7576360844093055,0.7642873536837274
10.0,Test,1,0.7131991653765901,0.6570951585976628,0.6488090332151982,0.6407292853654566
10.0,Train,0,0.7169462051943681,0.7543382421911641,0.7611926171320398,0.7681727003534244
10.0,Train,1,0.7169462051943681,0.6613173318448228,0.6525750481960892,0.6440608861103561
10.0,Validation,0,0.7141414821296359,0.7506452698911458,0.7590354609929078,0.767615331650218
10.0,Validation,1,0.7141414821296359,0.6594349142280524,0.6486888907271073,0.6382874816864724
10.0,Test,0,0.7127953153395705,0.7498033928772048,0.7577632699403917,0.765893963736516
10.0,Test,1,0.7127953153395705,0.6574882471457354,0.6473262253078766,0.637473547126811
10.0,Train,0,0.7167923173577455,0.7549004825090471,0.760375137639063,0.7659297789336801
10.0,Train,1,0.7167923173577455,0.6607538802660754,0.6538313861005979,0.6470524373032244
10.0,Validation,0,0.7152857239011914,0.7528761561019626,0.7593856655290102,0.7660087215974294
10.0,Validation,1,0.7152857239011914,0.6596561508930062,0.6513927806164497,0.6433338759563731
10.0,Test,0,0.7140741737901326,0.7528306159420289,0.7578935369884874,0.7630250172136791
10.0,Test,1,0.7140741737901326,0.6572614107883817,0.650887573964497,0.6446361712518314
10.0,Train,0,0.7171758722560861,0.7558975652832093,0.7601408138022898,0.7644319704025004
10.0,Train,1,0.7171758722560861,0.6607880958941857,0.6554598879322127,0.6502169197396963
10.0,Validation,0,0.715689573938211,0.7536723163841808,0.7595080847187429,0.7654349322928621
10.0,Validation,1,0.715689573938211,0.6597303146329283,0.6523456790123456,0.6451245319876282
10.0,Test,0,0.7118529985865248,0.7511045655375552,0.7559432187446554,0.7608446178563232
10.0,Test,1,0.7118529985865248,0.6543946932006633,0.6483200525753717,0.6423571544847794
10.0,Train,0,0.7148214629142894,0.7542510559948012,0.7579245231681767,0.7616339476130585
10.0,Train,1,0.7148214629142894,0.6576343072573044,0.6530437156338962,0.6485167686468902
10.0,Validation,0,0.7158914989567208,0.753240897305828,0.7599658800113733,0.7668120266238238
10.0,Validation,1,0.7158914989567208,0.6605412629468761,0.6519910957209992,0.6436594497802377
10.0,Test,0,0.7131991653765901,0.7519520199162611,0.7572218107230357,0.7625659857700252
10.0,Test,1,0.7131991653765901,0.656312292358804,0.6496752445942613,0.6431710890444409
10.0,Train,0,0.7163651661758519,0.7549976314542871,0.7591512062683083,0.7633507351884669
10.0,Train,1,0.7163651661758519,0.66029563423857,0.6550936189079499,0.6499729290741744
10.0,Validation,0,0.7152857239011914,0.7536199095022624,0.7590292810755384,0.7645168694055543
10.0,Validation,1,0.7152857239011914,0.6589662622569387,0.6521381578947368,0.6454501058114928
10.0,Test,0,0.7134683987346032,0.7524640308145463,0.7573114417650076,0.7622217121872848
10.0,Test,1,0.7134683987346032,0.6563847429519072,0.6502916290150332,0.6443105974279668
10.0,Train,0,0.7159453530115676,0.754813755990919,0.7591222358462645,0.7634801837047117
10.0,Train,1,0.7159453530115676,0.659316427783903,0.6539092400218699,0.648590021691974
10.0,Validation,0,0.714949182203675,0.7530222573720483,0.7588955308852833,0.7648611429882947
10.0,Validation,1,0.714949182203675,0.6588411588411588,0.6514116388180097,0.6441478105160345
10.0,Test,0,0.7130645486975836,0.7522956580886521,0.7568862275449102,0.761533165021804
10.0,Test,1,0.7130645486975836,0.6557322730284957,0.6499712620083751,0.6443105974279668
10.0,Train,0,0.7164396778029573,0.7553127126975724,0.7596790142237773,0.7640960905822048
10.0,Train,1,0.7164396778029573,0.6597141753572808,0.6542270861833105,0.6488305204319749
10.0,Validation,0,0.714679948845662,0.7526250423393925,0.7587502134198395,0.7649759008492082
10.0,Validation,1,0.714679948845662,0.6586666666666666,0.6509099892942436,0.6433338759563731
10.0,Test,0,0.7121895402840412,0.7513023782559456,0.7562699498404013,0.7613036492999771
10.0,Test,1,0.7121895402840412,0.6548863447818152,0.6486442070665571,0.6425199413967118
